Game_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,Player_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Position
22401140,1610612752,NYK,New York,1626153,Delon Wright,Delon,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,Guard
22400257,1610612752,NYK,New York,1628384,OG Anunoby,OG,F,,35.000000:11,147.1,145.2,118.5,116.2,28.7,29.0,0.029,0.5,8.3,0.038,0.158,0.109,16.7,0.714,0.799,0.134,0.136,98.68,100.29,83.57,73,0.081,Forward-Guard
22400257,1610612752,NYK,New York,1628404,Josh Hart,Josh,F,,39.000000:05,135.8,133.3,108.3,108.4,27.5,24.9,0.182,6.0,31.6,0.143,0.149,0.147,5.3,0.818,0.8,0.143,0.147,101.65,102.54,85.45,84,0.153,Guard
22400257,1610612752,NYK,New York,1626157,Karl-Anthony Towns,Karl-Anthony,C,,34.000000:09,141.6,135.5,109.3,108.1,32.3,27.4,0.077,0.67,7.1,0.043,0.237,0.164,10.7,0.711,0.755,0.321,0.339,102.53,105.4,87.83,76,0.171,Center-Forward
22400257,1610612752,NYK,New York,1628969,Mikal Bridges,Mikal,G,,40.000000:04,145.1,142.9,121.3,120.2,23.8,22.6,0.132,0.0,26.3,0.0,0.077,0.044,0.0,0.571,0.571,0.151,0.154,99.43,100.63,83.86,84,0.08,Guard-Forward
22400257,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,G,,36.000000:42,144.8,144.0,121.7,122.7,23.1,21.3,0.37,2.0,26.3,0.037,0.024,0.029,13.2,0.738,0.776,0.329,0.335,98.22,98.09,81.74,75,0.169,Guard
22400264,1610612752,NYK,New York,1628384,OG Anunoby,OG,F,,36.000000:02,112.4,112.8,116.6,117.3,-4.2,-4.5,0.0,0.0,0.0,0.024,0.059,0.039,0.0,0.711,0.711,0.224,0.223,106.42,105.91,88.26,78,0.114,Forward-Guard
22400264,1610612752,NYK,New York,1628404,Josh Hart,Josh,F,,40.000000:57,90.4,90.7,132.8,133.7,-42.4,-43.0,0.273,2.0,27.3,0.019,0.156,0.07,13.6,0.636,0.666,0.165,0.166,101.32,100.81,84.0,86,0.118,Guard
22400264,1610612752,NYK,New York,1626157,Karl-Anthony Towns,Karl-Anthony,C,,38.000000:45,92.3,92.6,131.8,132.9,-39.5,-40.3,0.238,2.5,18.5,0.163,0.258,0.2,7.4,0.342,0.394,0.242,0.244,101.57,100.95,84.13,81,0.097,Center-Forward
22400264,1610612752,NYK,New York,1628969,Mikal Bridges,Mikal,G,,32.000000:36,97.5,98.6,99.4,98.6,-1.9,0.0,0.0,0.0,0.0,0.0,0.079,0.037,11.8,0.233,0.233,0.215,0.216,105.39,105.28,87.73,71,-0.019,Guard-Forward
